review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_line,product_id,step_id,option_group,regions,strength,confidence,message,source_workbook,source_sheet,source_cell,normalized_payload,review_decision,final_rule_type,final_effect,reviewer,reviewed_at,review_notes
dt_review:0071,decision_tree:0071,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 5,Step 5: Must Choose the Side Panels,,hard_block,0.75,Step 5: Must Choose the Side Panels,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A29,"{""option_group"": ""Step 5: Must Choose the Side Panels"", ""required_selection_text"": ""Step 5: Must Choose the Side Panels"", ""step_id"": ""Step 5""}",,must_select,hard_block,,,
dt_review:0072,decision_tree:0072,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619207,Step 5,Step 5: Must Choose the Side Panels,,info,0.45,8619207 | Standard Side Panels DRX-Revolution Plus Model | 0 | 0,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B30,"{""message"": ""8619207 | Standard Side Panels DRX-Revolution Plus Model | 0 | 0""}",,note,info,,,
dt_review:0073,decision_tree:0073,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 6,Step 6: Choose Hardware Options,,info,0.45,Step 6: Choose Hardware Options,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A39,"{""message"": ""Step 6: Choose Hardware Options""}",,note,info,,,
dt_review:0074,decision_tree:0074,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619504,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619504 | DAP Meter for DRX-Revolution Plus Model | 2500 | 3000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B40,"{""message"": ""8619504 | DAP Meter for DRX-Revolution Plus Model | 2500 | 3000""}",,note,info,,,
dt_review:0075,decision_tree:0075,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619215,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619215 | Remote Exposure Switch DRX-Revolution Plus Model | 1500 | 1000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B41,"{""message"": ""8619215 | Remote Exposure Switch DRX-Revolution Plus Model | 1500 | 1000""}",,note,info,,,
dt_review:0076,decision_tree:0076,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619157,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619157 | 1D Bar Code Reader DRX-Revolution Plus Model | 300 | 150,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B42,"{""message"": ""8619157 | 1D Bar Code Reader DRX-Revolution Plus Model | 300 | 150""}",,note,info,,,
dt_review:0077,decision_tree:0077,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619140,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619140 | RFID DRX-Revolution Plus Model | 300 | 150,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B44,"{""message"": ""8619140 | RFID DRX-Revolution Plus Model | 300 | 150""}",,note,info,,,
dt_review:0078,decision_tree:0078,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619165,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619165 | External Filter Holder DRX-Revolution Plus Model | 1500 | 1000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B47,"{""message"": ""8619165 | External Filter Holder DRX-Revolution Plus Model | 1500 | 1000""}",,note,info,,,
dt_review:0079,decision_tree:0079,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619173,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619173 | Detector Bin Lock DRX-Revolution Plus Model | 1000 | 700,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B48,"{""message"": ""8619173 | Detector Bin Lock DRX-Revolution Plus Model | 1000 | 700""}",,note,info,,,
dt_review:0080,decision_tree:0080,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619181,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619181 | In Bin Detector Charging DRX-Revolution Plus Model | 1500 | 1000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B49,"{""message"": ""8619181 | In Bin Detector Charging DRX-Revolution Plus Model | 1500 | 1000""}",,note,info,,,
dt_review:0081,decision_tree:0081,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619124,Step 6,Step 6: Choose Hardware Options,,info,0.45,8619124 | 43x43 Bin Accessory DRX-Revolution Plus Model | 1400 | 1000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B50,"{""message"": ""8619124 | 43x43 Bin Accessory DRX-Revolution Plus Model | 1400 | 1000""}",,note,info,,,
dt_review:0082,decision_tree:0082,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619199,Step 6,Step 6: Choose Hardware Options,us,hard_block,0.9,8619199 | HDMI DRX-Revolution Plus Model US ONLY | 1000 | 700,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B51,"{""allowed_regions"": [""us""], ""source_text"": ""8619199 | HDMI DRX-Revolution Plus Model US ONLY | 1000 | 700""}",,region_allow,hard_block,,,
dt_review:0083,decision_tree:0083,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,Step 7: Choose Detector/Battery Options,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A54,"{""message"": ""Step 7: Choose Detector/Battery Options""}",,note,info,,,
dt_review:0084,decision_tree:0084,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1068105,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,1068105 | DRX Plus 3543 Detector | 130000 | 78000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B55,"{""message"": ""1068105 | DRX Plus 3543 Detector | 130000 | 78000""}",,note,info,,,
dt_review:0085,decision_tree:0085,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1068162,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,1068162 | DRX Plus 3543C Detector | 148000 | 88800,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B56,"{""message"": ""1068162 | DRX Plus 3543C Detector | 148000 | 88800""}",,note,info,,,
dt_review:0086,decision_tree:0086,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1745959,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,1745959 | DRX Plus 4343 Detector | 160000 | 96000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B57,"{""message"": ""1745959 | DRX Plus 4343 Detector | 160000 | 96000""}",,note,info,,,
dt_review:0087,decision_tree:0087,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1746056,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,1746056 | DRX Plus 4343C Detector | 180000 | 108000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B58,"{""message"": ""1746056 | DRX Plus 4343C Detector | 180000 | 108000""}",,note,info,,,
dt_review:0088,decision_tree:0088,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8615247,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,8615247 | DRX Plus 2530C Detector | 104000 | 62400,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B60,"{""message"": ""8615247 | DRX Plus 2530C Detector | 104000 | 62400""}",,note,info,,,
dt_review:0089,decision_tree:0089,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8617060,Step 7,Step 7: Choose Detector/Battery Options,,info,0.45,8617060 | DRX Detector Battery - Additional Battery for Plus 25x30C detector | 500 | 300,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B61,"{""message"": ""8617060 | DRX Detector Battery - Additional Battery for Plus 25x30C detector | 500 | 300""}",,note,info,,,
dt_review:0090,decision_tree:0090,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 8,Step 8: Must Choose One of These Optional Grids,,hard_block,0.9,Step 8: Must Choose One of These Optional Grids,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A65,"{""max"": 1, ""min"": 1, ""option_group"": ""Step 8: Must Choose One of These Optional Grids"", ""source_text"": ""Step 8: Must Choose One of These Optional Grids"", ""step_id"": ""Step 8""}",,choose_one,hard_block,,,
dt_review:0091,decision_tree:0091,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8615288,Step 8,Step 8: Must Choose One of These Optional Grids,,info,0.45,"8615288 | DRX Plus 2530C Grid 8:1 103 Line / inch FD 34""- 44"" | 4000 | 2400",August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B79,"{""message"": ""8615288 | DRX Plus 2530C Grid 8:1 103 Line / inch FD 34\""- 44\"" | 4000 | 2400""}",,note,info,,,
dt_review:0092,decision_tree:0092,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,9615296,Step 8,Step 8: Must Choose One of These Optional Grids,,info,0.45,"9615296 | DRX Plus 2530C Detector holder, No Grid | 3000 | 1800",August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B80,"{""message"": ""9615296 | DRX Plus 2530C Detector holder, No Grid | 3000 | 1800""}",,note,info,,,
dt_review:0093,decision_tree:0093,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 9,Step 9: Choose SW Options,,info,0.45,Step 9: Choose SW Options,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A84,"{""message"": ""Step 9: Choose SW Options""}",,note,info,,,
dt_review:0094,decision_tree:0094,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1019587,Step 9,Step 9: Choose SW Options,,info,0.45,1019587 | EVP Plus for Revolution | 15000 | 9000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B85,"{""message"": ""1019587 | EVP Plus for Revolution | 15000 | 9000""}",,note,info,,,
dt_review:0095,decision_tree:0095,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1034065,Step 9,Step 9: Choose SW Options,,info,0.45,1034065 | DR Total Quality Tool Phantom Only for Revolution | 5000 | 3000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B101,"{""message"": ""1034065 | DR Total Quality Tool Phantom Only for Revolution | 5000 | 3000""}",,note,info,,,
dt_review:0096,decision_tree:0096,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,1034073,Step 9,Step 9: Choose SW Options,,info,0.45,1034073 | DR Total Quality Tool Additional SW Only for Revolution | 5000 | 3000,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B102,"{""message"": ""1034073 | DR Total Quality Tool Additional SW Only for Revolution | 5000 | 3000""}",,note,info,,,
dt_review:0097,decision_tree:0097,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 11,Step 11: Choose Cybersecurity Options,,info,0.45,Step 11: Choose Cybersecurity Options,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A107,"{""message"": ""Step 11: Choose Cybersecurity Options""}",,note,info,,,
dt_review:0098,decision_tree:0098,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,8619256,Step 11,Step 11: Choose Cybersecurity Options,,info,0.45,8619256 | Standard Grade Data at Rest (DAR) Hard Drive Encryption DRX-Revolution Plus Model | 1781 | 594,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,B109,"{""message"": ""8619256 | Standard Grade Data at Rest (DAR) Hard Drive Encryption DRX-Revolution Plus Model | 1781 | 594""}",,note,info,,,
dt_review:0099,decision_tree:0099,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Revolution Plus,,Step 12,Step 12: Choose Applications Training Options,,info,0.45,Step 12: Choose Applications Training Options,August 2025_Decision Tree DRX-Revolution Plus.xlsx,Revolution,A111,"{""message"": ""Step 12: Choose Applications Training Options""}",,note,info,,,
dt_review:0100,decision_tree:0100,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 1a,Pick one DRX-Compass Proper System & Branding,,hard_block,0.9,Step 1a | Pick one DRX-Compass Proper System & Branding,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C8,"{""max"": 1, ""min"": 1, ""option_group"": ""Pick one DRX-Compass Proper System & Branding"", ""source_text"": ""Step 1a | Pick one DRX-Compass Proper System & Branding"", ""step_id"": ""Step 1a""}",,choose_one,hard_block,,,
dt_review:0101,decision_tree:0101,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704878,Step 1a,Pick one DRX-Compass Proper System & Branding,,info,0.45,"Select proper system Hub base system based upon Analog or Digital requirements Includes: - DRX Console for use with any Digital Detector - PDU Base for any Power generator, - Engage Flex Pro 512 GB -Detector Calibration kit with Phantom",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C10,"{""message"": ""Select proper system Hub base system based upon Analog or Digital requirements Includes: - DRX Console for use with any Digital Detector - PDU Base for any Power generator, - Engage Flex Pro 512 GB -Detector Calibration kit with Phantom""}",,note,info,,,
dt_review:0102,decision_tree:0102,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Step 1b | Select Branding Kit - US Region Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C12,"{""allowed_regions"": [""us""], ""source_text"": ""Step 1b | Select Branding Kit - US Region Only""}",,region_allow,hard_block,,,
dt_review:0103,decision_tree:0103,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6703656,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only | Any one of the 2: It's only Table or WS. Selecting both: It's normal system,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C14,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only | Any one of the 2: It's only Table or WS. Selecting both: It's normal system""}",,region_allow,hard_block,,,
dt_review:0104,decision_tree:0104,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6703680,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C15,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
dt_review:0105,decision_tree:0105,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704456,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C16,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only""}",,region_allow,hard_block,,,
dt_review:0106,decision_tree:0106,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704464,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C17,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
dt_review:0107,decision_tree:0107,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705305,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only | For Tubestand Only System Step 4c/9/10/11/12/13 don't be selected,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C18,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only | For Tubestand Only System Step 4c/9/10/11/12/13 don't be selected""}",,region_allow,hard_block,,,
dt_review:0108,decision_tree:0108,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705313,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C19,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
